Journal,H Index,Impact Factor,
Proceedings of the 8th International Conference on Computational Plasticity - Fundamentals and Applications,42.0,2.123629954334214
ASIA CCS 2016 - Proceedings of the 11th ACM Asia Conference on Computer and Communications Security,5.0,1.365822984304006
Physics of Reactors 2016,5.0,1.365822984304006
UbiComp 2015 - Proceedings of the 2015 ACM International Joint Conference on Pervasive and Ubiquitous Computing,4.0,1.34534171484373
2016 IEEE Real-Time and Embedded Technology and Applications Symposium,1.0,1.2838979064629024
Proceedings of the 13th ACM Workshop on Hot Topics in Networks,3.0,1.3248604453834543
2015 IEEE International Conference on Pervasive Computing and Communications,5.0,1.365822984304006
76th EAGE Conference and Exhibition 2014,2.0,1.3043791759231782
3rd International Workshop on Green and Sustainable Software,3.0,1.3248604453834543
HT 2014 - Proceedings of the 25th ACM Conference on Hypertext and Social Media,5.0,1.365822984304006
2015 IEEE Compound Semiconductor Integrated Circuit Symposium,8.0,1.4272667926848337
IEEE Pacific Visualization Symposium,18.0,1.6320794872875926
Eurographics Workshop on 3D Object Retrieval,35.0,1.980261068112283
2014 3rd International Workshop in Optical Wireless Communications,5.0,1.365822984304006
IEEE Intelligent Vehicles Symposium,1.0,1.2838979064629024
Real-Time Technology and Applications - Proceedings,7.0,1.4067855232245579
Data Compression Conference Proceedings,34.0,1.959779798652007
2015 IEEE International Conference on Communication Workshop,5.0,1.365822984304006
Mathematics and Computations,5.0,1.365822984304006
SLE 2016 - Proceedings of the 2016 ACM SIGPLAN International Conference on Software Language Engineering,6.0,1.386304253764282
GECCO 2015 - Proceedings of the 2015 Genetic and Evolutionary Computation Conference,40.0,2.0826674154136624
IH and MMSec 2014 - Proceedings of the 2014 ACM Information Hiding and Multimedia Security Workshop,44.0,2.1645924932547658
Proceedings - 2015 International Conference on 3D Vision,40.0,2.0826674154136624
WiSec 2014 - Proceedings of the 7th ACM Conference on Security and Privacy in Wireless and Mobile Networks,37.0,2.0212236070328347
Proceedings of the 2014 6th International Conference on Mobile Computing,4.0,1.34534171484373
2014 International Conference on Hardware/Software Codesign and System Synthesis,2.0,1.3043791759231782
IEEE SSCI 2014: 2014 IEEE Symposium Series on Computational Intelligence - CIDUE 2014: 2014 IEEE Symposium on Computational Intelligence in Dynamic and Uncertain Environments,7.0,1.4067855232245579
Advances in Modal Logic,7.0,1.4067855232245579
2014 Proceedings of the International Conference on Embedded Software,10.0,1.4682293316053854
Proceedings of WACCPD 2014: 1st Workshop on Accelerator Programming Using Directives - Held in Conjunction with SC 2014: The International Conference for High Performance Computing,3.0,1.3248604453834543
ISWC 2015 - Proceedings of the 2015 ACM International Symposium on Wearable Computers,7.0,1.4067855232245579
Proceedings of the 2014 IEEE Congress on Evolutionary Computation,7.0,1.4067855232245579
Society of Petroleum Engineers - SPE Low Perm Symposium,5.0,1.365822984304006
Proceedings - 11th International Conference on Wearable and Implantable Body Sensor Networks,4.0,1.34534171484373
5th IEEE Photonics Society Optical Interconnects Conference,4.0,1.34534171484373
Proceedings - 2016 IEEE 1st International Conference on Internet-of-Things Design and Implementation,7.0,1.4067855232245579
2015 IEEE Conference on Network Function Virtualization and Software Defined Network,3.0,1.3248604453834543
2014 IEEE Information Theory Workshop,4.0,1.34534171484373
HPDC 2015 - Proceedings of the 24th International Symposium on High-Performance Parallel and Distributed Computing,5.0,1.365822984304006
2014 International Conference on the Internet of Things,17.0,1.6115982178273167
Proceedings of the 2014 9th International Conference on Cognitive Radio Oriented Wireless Networks and Communications,5.0,1.365822984304006
CCSW 2015 - Proceedings of the 7th ACM Cloud Computing Security Workshop,28.0,1.8368921818903516
SCC 2014 - Proceedings of the 2nd International Workshop on Security in Cloud Computing,5.0,1.365822984304006
Proceedings of the 5th ACM Multimedia Systems Conference,35.0,1.980261068112283
MobiSys 2016 - Proceedings of the 14th Annual International Conference on Mobile Systems,13.0,1.5296731399862131
13th International Conference on Autonomous Agents and Multiagent Systems,4.0,1.34534171484373
2015 12th Annual IEEE International Conference on Sensing,5.0,1.365822984304006
MCS 2014 - Proceedings of the 5th International Workshop on Mobile Cloud Computing and Services,6.0,1.386304253764282
Proceedings of the International Conference on Document Analysis and Recognition,2.0,1.3043791759231782
2016 IEEE International Conference on Communications Workshops,1.0,1.2838979064629024
Proceedings - International Workshop on Software Protection,2.0,1.3043791759231782
2016 50th Annual Conference on Information Systems and Sciences,6.0,1.386304253764282
ASE 2014 - Proceedings of the 29th ACM/IEEE International Conference on Automated Software Engineering,14.0,1.5501544094464892
FOGA 2015 - Proceedings of the 2015 ACM Conference on Foundations of Genetic Algorithms XIII,2.0,1.3043791759231782
ICMI 2014 - Proceedings of the 2014 International Conference on Multimodal Interaction,4.0,1.34534171484373
Symposium on Software Defined Networking (SDN) Research,4.0,1.34534171484373
3rd International Workshop on Graph Data Management Experiences and Systems,38.0,2.0417048764931107
EG-ICE 2015 - 22nd Workshop of the European Group of Intelligent Computing in Engineering,4.0,1.34534171484373
BuildSys 2014 - Proceedings of the 1st ACM Conference on Embedded Systems for Energy-Efficient Buildings,8.0,1.4272667926848337
Conference Record - International Conference on Communications,2.0,1.3043791759231782
Proceedings - 19th ACM/IEEE International Conference on Model Driven Engineering Languages and Systems,4.0,1.34534171484373
Proceedings of the Conference on Object-Oriented Programming Systems,37.0,2.0212236070328347
Proceedings of the International Parallel and Distributed Processing Symposium,2.0,1.3043791759231782
ACM SIGGRAPH 2015 Emerging Technologies,8.0,1.4272667926848337
2015 IEEE International Workshop on Applied Measurements for Power Systems,6.0,1.386304253764282
IEEE International Conference on Cloud Computing,10.0,1.4682293316053854
